Date,Rain_73T,PM_73T
2018-06-23,17.5,10.666666666666668
2018-06-24,4.0,9.333333333333332
2018-06-25,13.3,9.88888888888889
2018-06-26,21.6,8.0
2018-06-27,38.7,6.666666666666666
2018-06-28,3.2,6.5
2018-06-29,2.7,8.25
2018-06-30,0.0,10.0
2018-07-01,0.0,8.375
2018-07-02,0.0,8.222222222222223
2018-07-03,0.6,10.222222222222223
2018-07-04,0.0,9.444444444444445
2018-07-05,0.0,10.666666666666668
2018-07-06,0.4,7.666666666666666
2018-07-07,4.4,7.444444444444445
2018-07-08,1.6,10.0
2018-07-09,14.0,9.666666666666668
2018-07-10,5.0,9.333333333333332
2018-07-11,0.7,8.222222222222223
2018-07-12,0.0,8.777777777777777
2018-07-13,0.1,7.555555555555555
2018-07-14,0.0,8.222222222222223
2018-07-15,0.2,8.444444444444445
2018-07-16,0.4,8.555555555555555
2018-07-17,0.9,9.333333333333332
2018-07-18,0.1,6.0
2018-07-19,5.2,6.0
2018-07-20,8.1,5.0
2018-07-21,2.8,6.0
2018-07-22,0.1,8.0
2018-07-23,2.7,7.0
2018-07-24,4.2,8.0
2018-07-25,1.6,6.0
2018-07-26,9.3,10.0
2018-07-27,2.0,7.0
2018-07-28,2.5,10.0
2018-07-29,0.0,9.0
2018-07-30,14.5,9.0
2018-07-31,14.2,25.0
2018-08-01,0.8,32.0
2018-08-02,14.5,41.0
2018-08-03,0.0,38.0
2018-08-04,0.4,42.0
2018-08-05,3.3,42.0
2018-08-06,0.0,46.0
2018-08-07,0.0,25.0
2018-08-08,7.0,41.0
2018-08-09,2.0,26.0
2018-08-10,1.2,57.0
2018-08-11,16.5,58.0
2018-08-12,18.5,74.0
2018-08-13,2.4,72.0
2018-08-14,3.8,41.0
2018-08-15,0.0,36.0
2018-08-16,4.6,48.0
2018-08-17,10.0,37.0
2018-08-18,12.4,7.181818181818183
2018-08-19,0.2,8.636363636363637
2018-08-20,0.1,12.363636363636363
2018-08-21,0.0,28.0
2018-08-22,3.8,37.0
2018-08-23,1.8,11.090909090909092
2018-08-24,4.2,10.0
2018-08-25,2.0,25.0
2018-08-26,0.7,39.0
2018-08-27,0.0,7.090909090909091
2018-08-28,0.2,32.0
2018-08-29,0.1,17.0
2018-08-30,2.1,40.0
2018-08-31,1.6,9.363636363636363
2018-09-01,25.5,42.0
2018-09-02,2.3,42.0
2018-09-03,7.1,46.0
2018-09-04,15.4,33.0
2018-09-05,0.5,23.0
2018-09-06,0.0,8.0
2018-09-07,3.6,9.0
2018-09-08,3.2,5.0
2018-09-09,0.0,7.0
2018-09-10,0.0,7.0
2018-09-11,0.1,10.0
2018-09-12,0.2,11.0
2018-09-13,22.6,9.0
2018-09-14,0.0,8.0
2018-09-15,0.0,13.0
2018-09-16,0.0,17.0
2018-09-17,21.5,14.0
2018-09-18,0.0,10.909090909090908
2018-09-19,0.0,7.0
2018-09-20,0.0,7.0
2018-09-21,0.0,9.0
2018-09-22,11.5,13.0
2018-09-23,7.5,13.0
2018-09-24,0.0,13.0
2018-09-25,0.4,12.0
2018-09-26,0.0,11.0
2018-09-27,0.0,13.0
2018-09-28,0.0,14.0
2018-09-29,40.5,9.0
2018-09-30,5.6,6.0
2018-10-01,5.6,5.0
2018-10-02,6.1,10.0
2018-10-03,4.3,17.0
2018-10-04,1.5,22.0
2018-10-05,0.0,27.0
2018-10-06,0.0,29.0
2018-10-07,6.5,29.0
2018-10-08,0.0,28.0
2018-10-09,17.5,23.0
2018-10-10,2.0,15.0
2018-10-11,0.0,8.0
2018-10-12,1.5,11.0
2018-10-13,3.5,10.0
2018-10-14,0.0,12.0
2018-10-15,0.0,15.0
2018-10-16,0.5,13.0
2018-10-17,0.0,10.0
2018-10-18,0.0,11.0
2018-10-19,0.0,11.0
2018-10-20,0.1,15.0
2018-10-21,17.4,11.0
2018-10-22,0.5,8.0
2018-10-23,16.5,8.0
2018-10-24,1.3,7.0
2018-10-25,1.2,9.0
2018-10-26,0.0,6.0
2018-10-27,0.0,8.0
2018-10-28,0.0,10.0
2018-10-29,0.0,10.0
2018-10-30,0.2,9.0
2018-10-31,0.0,11.0
2018-11-01,0.0,11.0
2018-11-02,0.0,17.0
2018-11-03,0.0,21.0
2018-11-04,0.0,26.0
2018-11-05,0.0,21.0
2018-11-06,0.0,18.0
2018-11-07,0.0,19.0
2018-11-08,0.0,15.0
2018-11-09,0.0,15.0
2018-11-10,1.5,18.0
2018-11-11,1.9,7.0
2018-11-12,0.0,9.0
2018-11-13,0.5,10.0
2018-11-14,0.0,10.0
2018-11-15,0.0,13.0
2018-11-16,0.0,13.0
2018-11-17,0.0,15.0
2018-11-18,0.0,16.0
2018-11-19,0.0,20.0
2018-11-20,0.0,21.0
2018-11-21,0.0,13.0
2018-11-22,0.0,11.0
2018-11-23,0.0,21.0
2018-11-24,0.0,27.0
2018-11-25,0.0,17.0
2018-11-26,0.0,15.0
2018-11-27,0.0,13.0
2018-11-28,0.0,19.0
2018-11-29,0.0,17.0
2018-11-30,0.0,24.0
2018-12-01,0.0,22.0
2018-12-02,0.0,35.0
2018-12-03,0.0,39.0
2018-12-04,0.0,28.0
2018-12-05,0.0,23.0
2018-12-06,0.0,26.0
2018-12-07,0.0,37.0
2018-12-08,0.0,51.0
2018-12-09,0.0,34.0
2018-12-10,0.0,24.0
2018-12-11,0.0,17.0
2018-12-12,0.1,20.0
2018-12-13,0.1,9.0
2018-12-14,0.1,7.0
2018-12-15,0.0,8.0
2018-12-16,0.0,8.0
2018-12-17,0.0,13.0
2018-12-18,0.0,15.0
2018-12-19,0.0,21.0
2018-12-20,0.0,26.0
2018-12-21,0.0,14.0
2018-12-22,0.0,8.0
2018-12-23,0.0,8.0
2018-12-24,0.0,13.0
2018-12-25,0.0,20.0
2018-12-26,0.0,20.0
2018-12-27,0.0,24.0
2018-12-28,0.1,21.0
2018-12-29,0.2,23.0
2018-12-30,0.0,17.0
2018-12-31,0.5,12.0
2019-01-01,0.5,11.0
2019-01-02,0.0,11.0
2019-01-03,0.1,14.0
2019-01-04,0.0,11.0
2019-01-05,0.0,12.0
2019-01-06,0.1,11.0
2019-01-07,0.6,17.0
2019-01-08,0.0,12.0
2019-01-09,0.0,8.0
2019-01-10,0.0,16.0
2019-01-11,0.0,18.0
2019-01-12,0.0,13.0
2019-01-13,0.0,12.0
2019-01-14,0.0,14.0
2019-01-15,0.0,18.0
2019-01-16,0.0,17.0
2019-01-17,0.0,16.0
2019-01-18,0.0,16.0
2019-01-19,0.0,24.0
2019-01-20,0.0,25.0
2019-01-21,0.0,26.0
2019-01-22,0.0,28.0
2019-01-23,0.0,28.0
2019-01-24,0.0,11.0
2019-01-25,0.0,17.0
2019-01-26,0.0,23.0
2019-01-27,0.0,27.0
2019-01-28,0.0,31.0
2019-01-29,0.0,37.0
2019-01-30,0.0,39.0
2019-01-31,0.0,25.0
2019-02-01,0.0,27.0
2019-02-02,0.0,31.0
2019-02-03,0.0,20.0
2019-02-04,0.0,17.0
2019-02-05,3.0,18.0
2019-02-06,6.5,24.0
2019-02-07,0.0,27.0
2019-02-08,0.0,25.0
2019-02-09,0.0,26.0
2019-02-10,0.0,29.0
2019-02-11,0.0,33.0
2019-02-12,0.0,60.0
2019-02-13,0.0,62.0
2019-02-14,0.0,36.0
2019-02-15,0.0,40.0
2019-02-16,0.0,47.0
2019-02-17,0.0,39.0
2019-02-18,14.0,34.0
2019-02-19,1.0,40.0
2019-02-20,0.0,42.0
2019-02-21,0.0,42.0
2019-02-22,22.0,49.0
2019-02-23,0.0,46.0
2019-02-24,0.0,51.0
2019-02-25,0.0,63.0
2019-02-26,0.0,60.0
2019-02-27,0.0,50.0
2019-02-28,0.0,54.0
2019-03-01,0.0,56.0
2019-03-02,0.0,64.0
2019-03-03,0.0,58.0
2019-03-04,0.0,60.0
2019-03-05,0.0,63.0
2019-03-06,0.0,60.0
2019-03-07,0.0,48.0
2019-03-08,0.0,58.0
2019-03-09,0.0,64.0
2019-03-10,0.0,87.0
2019-03-11,0.0,143.0
2019-03-12,0.0,161.0
2019-03-13,0.0,182.0
2019-03-14,0.0,206.0
2019-03-15,3.0,216.0
2019-03-16,0.0,212.0
2019-03-17,0.0,204.0
2019-03-18,0.0,135.0
2019-03-19,0.0,131.0
2019-03-20,0.0,152.0
2019-03-21,0.0,177.0
2019-03-22,3.5,196.0
2019-03-23,3.0,228.0
2019-03-24,5.5,255.0
2019-03-25,0.0,235.0
2019-03-26,0.0,136.0
2019-03-27,0.0,95.0
2019-03-28,0.0,86.0
2019-03-29,0.0,147.0
2019-03-30,0.0,357.0
2019-03-31,0.0,341.0
2019-04-01,0.0,130.0
2019-04-02,0.0,164.0
2019-04-03,0.9,140.0
2019-04-04,0.0,105.0
2019-04-05,0.0,116.0
2019-04-06,0.0,132.0
2019-04-07,0.0,117.0
2019-04-08,0.0,96.0
2019-04-09,0.0,129.0
2019-04-10,0.0,148.0
2019-04-11,0.0,162.0
2019-04-12,0.0,217.0
2019-04-13,0.0,220.0
2019-04-14,0.0,124.0
2019-04-15,0.0,106.0
2019-04-16,0.0,151.0
2019-04-17,0.0,170.0
2019-04-18,0.0,69.0
2019-04-19,0.5,104.0
2019-04-20,4.0,79.0
2019-04-21,2.5,62.0
2019-04-22,0.0,74.0
2019-04-23,5.0,82.0
2019-04-24,5.5,41.0
2019-04-25,0.0,37.0
2019-04-26,0.0,37.0
2019-04-27,0.0,52.0
2019-04-28,0.0,58.0
2019-04-29,0.0,90.0
2019-04-30,0.0,113.0
2019-05-01,0.0,126.0
2019-05-02,0.0,110.0
2019-05-03,0.0,137.0
2019-05-04,0.0,65.0
2019-05-05,0.0,63.0
2019-05-06,0.0,74.0
2019-05-07,0.0,79.0
2019-05-08,0.0,85.0
2019-05-09,0.0,83.0
2019-05-10,0.0,70.0
2019-05-11,0.0,72.0
2019-05-12,0.0,76.0
2019-05-13,0.0,67.0
2019-05-14,0.0,30.0
2019-05-15,0.0,24.0
2019-05-16,0.0,32.0
2019-05-17,0.0,27.0
2019-05-18,0.0,30.0
2019-05-19,0.0,52.0
2019-05-20,0.0,64.0
2019-05-21,0.5,67.0
2019-05-22,2.5,27.0
2019-05-23,0.0,23.0
2019-05-24,0.0,25.0
2019-05-25,0.5,26.0
2019-05-26,1.5,21.0
2019-05-27,0.0,30.0
2019-05-28,0.0,29.0
2019-05-29,1.0,24.0
2019-05-30,41.4,16.0
2019-05-31,0.0,8.0
2019-06-01,27.5,12.0
2019-06-02,1.5,17.0
2019-06-03,0.0,15.0
2019-06-04,2.0,17.0
2019-06-05,6.0,15.0
2019-06-06,0.0,10.0
2019-06-07,0.0,17.0
2019-06-08,0.0,17.0
2019-06-09,0.0,17.0
2019-06-10,0.0,13.0
2019-06-11,15.0,8.0
2019-06-12,0.0,12.0
2019-06-13,5.5,10.0
2019-06-14,2.0,8.0
2019-06-15,3.5,15.0
2019-06-16,5.0,12.0
2019-06-17,4.0,10.0
2019-06-18,0.0,8.0
2019-06-19,0.0,11.0
2019-06-20,0.5,11.0
2019-06-21,0.0,7.0
2019-06-22,0.0,8.0
2019-06-23,0.0,7.0
2019-06-24,2.5,14.0
2019-06-25,5.5,9.0
2019-06-26,4.0,8.0
2019-06-27,1.0,10.0
2019-06-28,3.0,9.0
2019-06-29,0.5,7.5
2019-06-30,2.0,6.0
2019-07-01,11.5,8.0
2019-07-02,0.0,10.0
2019-07-03,2.0,9.0
2019-07-04,0.5,13.0
2019-07-05,5.5,11.0
2019-07-06,0.0,11.0
2019-07-07,0.0,7.0
2019-07-08,4.5,9.0
2019-07-09,10.5,10.0
2019-07-10,0.0,11.0
2019-07-11,0.0,11.0
2019-07-12,0.0,11.0
2019-07-13,0.0,8.0
2019-07-14,0.0,6.0
2019-07-15,0.0,6.0
2019-07-16,0.0,9.0
2019-07-17,0.0,11.0
2019-07-18,0.0,9.0
2019-07-19,1.0,8.0
2019-07-20,0.5,7.0
2019-07-21,1.0,8.0
2019-07-22,5.0,6.0
2019-07-23,6.0,8.0
2019-07-24,2.0,8.0
2019-07-25,56.0,4.0
2019-07-26,20.5,6.0
2019-07-27,34.0,5.0
2019-07-28,0.0,6.0
2019-07-29,0.0,6.0
2019-07-30,16.0,7.0
2019-07-31,60.5,6.0
2019-08-01,0.0,7.0
2019-08-02,0.5,11.0
2019-08-03,4.0,3.0
2019-08-04,42.0,8.0
2019-08-05,19.5,5.0
2019-08-06,1.0,7.0
2019-08-07,4.5,8.0
2019-08-08,0.0,7.0
2019-08-09,18.0,11.0
2019-08-10,17.0,5.0
2019-08-11,34.0,8.0
2019-08-12,32.5,8.0
2019-08-13,4.0,9.0
2019-08-14,5.0,12.0
2019-08-15,4.0,9.0
2019-08-16,0.0,9.0
2019-08-17,0.0,9.0
2019-08-18,0.0,10.0
2019-08-19,0.0,10.0
2019-08-20,1.5,8.0
2019-08-21,2.0,8.0
2019-08-22,13.0,5.0
2019-08-23,0.0,6.0
2019-08-24,0.0,8.0
2019-08-25,0.0,11.0
2019-08-26,0.0,15.0
2019-08-27,0.5,15.0
2019-08-28,1.5,9.0
2019-08-29,0.0,7.0
2019-08-30,11.0,8.0
2019-08-31,57.0,7.0
2019-09-01,21.0,4.0
2019-09-02,7.0,5.0
2019-09-03,0.0,6.0
2019-09-04,0.0,7.0
2019-09-05,0.0,10.0
2019-09-06,0.0,9.0
2019-09-07,0.0,6.0
2019-09-08,0.0,7.0
2019-09-09,0.5,8.0
2019-09-10,32.0,10.0
2019-09-11,5.0,9.0
2019-09-12,0.0,9.0
2019-09-13,0.0,8.0
2019-09-14,0.0,8.0
2019-09-15,0.0,10.0
2019-09-16,0.0,12.0
2019-09-17,0.0,12.0
2019-09-18,0.0,16.0
2019-09-19,0.0,18.0
2019-09-20,0.5,17.0
2019-09-21,0.0,20.0
2019-09-22,0.0,13.0
2019-09-23,0.0,19.0
2019-09-24,0.0,26.0
2019-09-25,0.0,28.0
2019-09-26,0.0,27.0
2019-09-27,0.0,32.0
2019-09-28,0.0,33.0
2019-09-29,0.0,31.0
2019-09-30,0.0,31.0
2019-10-01,0.0,32.0
2019-10-02,0.0,26.0
2019-10-03,0.0,16.0
2019-10-04,0.0,11.0
2019-10-05,0.0,15.0
2019-10-06,5.5,15.0
2019-10-07,0.0,17.0
2019-10-08,0.0,16.0
2019-10-09,0.0,20.0
2019-10-10,0.0,21.0
2019-10-11,0.5,17.0
2019-10-12,0.0,13.0
2019-10-13,16.0,13.0
2019-10-14,32.5,11.0
2019-10-15,0.0,15.0
2019-10-16,0.0,16.0
2019-10-17,22.5,11.0
2019-10-18,0.5,12.0
2019-10-19,0.0,15.0
2019-10-20,0.0,19.0
2019-10-21,4.0,20.0
2019-10-22,2.5,21.0
2019-10-23,0.0,14.0
2019-10-24,0.0,16.0
2019-10-25,0.0,21.0
2019-10-26,0.0,22.0
2019-10-27,0.0,19.0
2019-10-28,0.0,17.0
2019-10-29,7.5,12.0
2019-10-30,0.0,9.0
2019-10-31,0.0,10.0
2019-11-01,0.0,14.0
2019-11-02,0.0,12.0
2019-11-03,0.0,12.0
2019-11-04,0.0,14.0
2019-11-05,13.5,26.0
2019-11-06,2.0,17.0
2019-11-07,0.5,15.0
2019-11-08,0.5,18.0
2019-11-09,0.0,26.0
2019-11-10,0.0,28.0
2019-11-11,0.0,28.0
2019-11-12,0.0,28.0
2019-11-13,0.0,23.0
2019-11-14,0.0,17.0
2019-11-15,0.0,19.0
2019-11-16,0.0,19.0
2019-11-17,0.0,13.0
2019-11-18,0.0,15.0
2019-11-19,0.0,26.0
2019-11-20,0.0,26.0
2019-11-21,0.0,29.0
2019-11-22,0.0,29.0
2019-11-23,0.0,32.0
2019-11-24,0.0,34.0
2019-11-25,0.0,35.0
2019-11-26,0.0,37.0
2019-11-27,0.0,33.0
2019-11-28,0.0,19.0
2019-11-29,0.0,17.0
2019-11-30,0.0,24.0
2019-12-01,0.0,43.0
2019-12-02,0.0,44.0
2019-12-03,0.0,41.0
2019-12-04,0.0,23.0
2019-12-05,0.0,22.0
2019-12-06,0.0,22.0
2019-12-07,0.0,24.0
2019-12-08,0.0,23.0
2019-12-09,0.0,26.0
2019-12-10,0.0,34.0
2019-12-11,0.0,39.0
2019-12-12,0.0,40.0
2019-12-13,0.0,42.0
2019-12-14,0.0,54.0
2019-12-15,0.0,43.0
2019-12-16,0.0,41.0
2019-12-17,0.0,39.0
2019-12-18,0.0,32.0
2019-12-19,0.0,32.0
2019-12-20,0.0,34.0
2019-12-21,0.0,42.0
2019-12-22,0.0,23.0
2019-12-23,0.0,21.0
2019-12-24,0.0,23.0
2019-12-25,0.0,34.0
2019-12-26,0.0,32.0
2019-12-27,0.0,37.0
2019-12-28,16.0,50.0
2019-12-29,0.0,23.0
2019-12-30,0.0,18.0
2019-12-31,0.0,21.0
2020-01-01,0.0,20.0
2020-01-02,0.0,19.0
2020-01-03,0.0,24.0
2020-01-04,0.0,27.0
2020-01-05,0.0,37.0
2020-01-06,0.0,40.0
2020-01-07,0.0,33.0
2020-01-08,0.0,48.0
2020-01-09,0.0,50.0
2020-01-10,0.0,44.0
2020-01-11,0.0,22.0
2020-01-12,0.0,27.0
2020-01-13,0.0,42.0
2020-01-14,0.0,58.0
2020-01-15,0.0,30.0
2020-01-16,0.0,25.0
2020-01-17,0.0,29.0
2020-01-18,0.0,36.0
2020-01-19,0.0,51.0
2020-01-20,0.0,61.0
2020-01-21,0.0,49.0
2020-01-22,0.0,37.0
2020-01-23,0.0,32.0
2020-01-24,0.0,34.0
2020-01-25,0.0,51.0
2020-01-26,0.0,36.0
2020-01-27,0.0,48.0
2020-01-28,0.0,48.0
2020-01-29,0.0,44.0
2020-01-30,0.0,37.0
2020-01-31,0.0,52.0
2020-02-01,0.0,57.0
2020-02-02,0.0,56.0
2020-02-03,0.0,43.0
2020-02-04,0.0,45.0
2020-02-05,0.0,51.0
2020-02-06,0.0,43.0
2020-02-07,0.0,54.0
2020-02-08,0.0,60.0
2020-02-09,0.0,66.0
2020-02-10,0.0,54.0
2020-02-11,0.0,52.0
2020-02-12,0.0,50.0
2020-02-13,0.0,59.0
2020-02-14,0.0,51.0
2020-02-15,0.0,78.0
2020-02-16,0.0,92.0
2020-02-17,0.0,94.0
2020-02-18,0.0,59.0
2020-02-19,0.0,57.0
2020-02-20,0.0,65.0
2020-02-21,0.0,70.0
2020-02-22,0.0,57.0
2020-02-23,0.0,46.0
2020-02-24,0.0,54.0
2020-02-25,0.0,72.0
2020-02-26,0.0,78.0
2020-02-27,0.0,83.0
2020-02-28,0.0,87.0
2020-02-29,0.0,89.5
2020-03-01,0.0,92.0
2020-03-02,0.0,106.0
2020-03-03,0.5,101.0
2020-03-04,0.0,63.0
2020-03-05,0.0,65.0
2020-03-06,0.0,72.0
2020-03-07,0.0,143.0
2020-03-08,0.0,153.0
2020-03-09,0.0,181.0
2020-03-10,0.0,257.0
2020-03-11,0.0,143.0
2020-03-12,0.0,288.0
2020-03-13,0.0,329.0
2020-03-14,0.0,358.0
2020-03-15,0.0,353.0
2020-03-16,0.0,213.0
2020-03-17,0.0,93.0
2020-03-18,0.0,137.0
2020-03-19,0.0,232.0
2020-03-20,0.0,398.0
2020-03-21,0.0,224.0
2020-03-22,0.0,123.0
2020-03-23,0.0,130.0
2020-03-24,0.0,160.0
2020-03-25,0.0,196.0
2020-03-26,0.0,208.0
2020-03-27,0.0,205.0
2020-03-28,0.0,262.0
2020-03-29,0.0,237.0
2020-03-30,0.0,191.0
2020-03-31,0.0,182.0
2020-04-01,0.0,192.0
2020-04-02,0.0,176.0
2020-04-03,0.0,204.0
2020-04-04,0.0,206.0
2020-04-05,0.0,206.0
2020-04-06,0.0,175.0
2020-04-07,0.0,146.0
2020-04-08,0.0,154.0
2020-04-09,1.0,149.0
2020-04-10,0.0,113.0
2020-04-11,1.0,90.0
2020-04-12,2.0,84.0
2020-04-13,20.0,57.0
2020-04-14,0.0,25.0
2020-04-15,1.5,40.0
2020-04-16,0.0,47.0
2020-04-17,0.0,58.0
2020-04-18,0.0,60.0
2020-04-19,2.5,57.0
2020-04-20,0.0,51.0
2020-04-21,0.0,65.0
2020-04-22,0.0,72.0
2020-04-23,0.0,63.0
2020-04-24,0.0,39.0
2020-04-25,0.5,17.0
2020-04-26,14.0,12.0
2020-04-27,0.5,8.0
2020-04-28,16.0,10.0
2020-04-29,9.5,16.0
2020-04-30,20.5,13.0
2020-05-01,3.0,7.0
2020-05-02,0.5,8.0
2020-05-03,4.5,8.0
2020-05-04,0.0,12.0
2020-05-05,0.0,21.0
2020-05-06,0.0,27.0
2020-05-07,0.0,29.0
2020-05-08,0.5,32.0
2020-05-09,0.0,19.0
2020-05-10,0.0,26.0
2020-05-11,0.0,19.0
2020-05-12,0.0,16.0
2020-05-13,9.0,21.0
2020-05-14,0.0,17.0
2020-05-15,0.0,25.0
2020-05-16,0.0,33.0
2020-05-17,16.0,39.0
2020-05-18,0.0,21.0
2020-05-19,0.0,27.0
2020-05-20,2.5,18.0
2020-05-21,1.5,15.0
2020-05-22,0.0,25.0
2020-05-23,0.0,39.0
2020-05-24,0.0,46.0
2020-05-25,0.0,45.0
